Query Path,Query Start,Query Stop,Match Path,Match ID,Match Start,Match Stop,Match Score,Time Factor (%),Frequency Factor (%),Seconds with Match (%)
panako/noon/clips/20260112/clip_001318_3954000.mp3,0.256,13.352,noon/20260111/mp3/20260111.mp3,20260111,3960.896,3973.992,924,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001764_5292000.mp3,7.504,15.912,noon/20260111/mp3/20260111.mp3,20260111,3426.496,3434.896,390,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001763_5289000.mp3,10.504,18.912,noon/20260111/mp3/20260111.mp3,20260111,3426.496,3434.896,390,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001790_5370000.mp3,0.104,19.328,noon/20260111/mp3/20260111.mp3,20260111,3560.616,3579.84,663,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001801_5403000.mp3,0.128,16.68,noon/20260111/mp3/20260111.mp3,20260111,1801.64,1818.192,1022,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001805_5415000.mp3,0.12,19.432,noon/20260111/mp3/20260111.mp3,20260111,5410.52,5428.776,143,1.054,1.0,0.11
panako/noon/clips/20260112/clip_001807_5421000.mp3,0.728,19.576,noon/20260111/mp3/20260111.mp3,20260111,5416.072,5434.92,474,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001811_5433000.mp3,0.096,12.816,noon/20260111/mp3/20260111.mp3,20260111,5427.448,5440.168,371,1.0,1.0,1.0
panako/noon/clips/20260112/clip_002289_6867000.mp3,3.256,19.608,noon/20260111/mp3/20260111.mp3,20260111,6656.64,6672.992,142,1.0,1.0,1.0
panako/noon/clips/20260112/clip_002291_6873000.mp3,0.104,19.6,noon/20260111/mp3/20260111.mp3,20260111,6659.488,6677.408,8,1.081,1.0,0.11
panako/noon/clips/20260112/clip_002293_6879000.mp3,0.304,18.136,noon/20260111/mp3/20260111.mp3,20260111,6665.688,6681.944,4,1.088,1.0,0.12
panako/noon/clips/20260112/clip_002295_6885000.mp3,0.384,19.592,noon/20260111/mp3/20260111.mp3,20260111,6671.769,6689.4,7,1.083,1.0,0.11
panako/noon/clips/20260112/clip_002301_6903000.mp3,0.144,19.248,noon/20260111/mp3/20260111.mp3,20260111,6687.952,6707.064,362,1.0,1.0,0.95
panako/noon/clips/20260112/clip_002304_6912000.mp3,0.144,19.8,noon/20260111/mp3/20260111.mp3,20260111,6696.96,6716.608,276,1.0,1.0,0.95
panako/noon/clips/20260112/clip_002308_6924000.mp3,0.224,19.568,noon/20260111/mp3/20260111.mp3,20260111,6709.032,6728.384,312,1.0,1.0,1.0
panako/noon/clips/20260112/clip_002303_6909000.mp3,0.168,19.456,noon/20260111/mp3/20260111.mp3,20260111,6693.976,6713.264,278,1.0,1.0,0.95
panako/noon/clips/20260112/clip_002306_6918000.mp3,0.76,19.024,noon/20260111/mp3/20260111.mp3,20260111,6703.576,6721.833,338,1.0,1.0,1.0
panako/noon/clips/20260112/clip_002311_6933000.mp3,0.96,19.48,noon/20260111/mp3/20260111.mp3,20260111,6718.769,6737.28,325,1.0,1.0,1.0
panako/noon/clips/20260112/clip_002309_6927000.mp3,0.408,19.592,noon/20260111/mp3/20260111.mp3,20260111,6712.216,6731.4,333,1.0,1.0,1.0
panako/noon/clips/20260112/clip_002307_6921000.mp3,0.208,19.088,noon/20260111/mp3/20260111.mp3,20260111,6706.016,6724.896,280,1.0,1.0,1.0
panako/noon/clips/20260112/clip_002316_6948000.mp3,0.52,18.76,noon/20260111/mp3/20260111.mp3,20260111,6733.328,6751.568,367,1.0,1.0,1.0
panako/noon/clips/20260112/clip_002317_6951000.mp3,0.2,19.616,noon/20260111/mp3/20260111.mp3,20260111,6736.008,6755.424,360,1.0,1.0,1.0
panako/noon/clips/20260112/clip_002319_6957000.mp3,0.136,18.984,noon/20260111/mp3/20260111.mp3,20260111,6741.944,6760.8,389,1.0,1.0,1.0
panako/noon/clips/20260112/clip_002323_6969000.mp3,0.104,17.768,noon/20260111/mp3/20260111.mp3,20260111,6753.92,6771.576,435,1.0,1.0,1.0
panako/noon/clips/20260112/clip_002335_7005000.mp3,7.248,15.656,noon/20260111/mp3/20260111.mp3,20260111,3426.496,3434.896,347,1.0,1.0,1.0
panako/noon/clips/20260112/clip_002372_7116000.mp3,0.144,18.832,noon/20260111/mp3/20260111.mp3,20260111,7109.984,7128.68,912,1.0,1.0,1.0
panako/noon/clips/20260112/clip_002375_7125000.mp3,0.112,19.512,noon/20260111/mp3/20260111.mp3,20260111,7118.96,7138.36,860,1.0,1.0,1.0
panako/noon/clips/20260112/clip_002382_7146000.mp3,0.096,19.416,noon/20260111/mp3/20260111.mp3,20260111,7139.937,7159.264,618,1.0,1.0,1.0
panako/noon/clips/20260112/clip_002383_7149000.mp3,0.152,18.944,noon/20260111/mp3/20260111.mp3,20260111,7142.992,7161.792,478,1.0,1.0,1.0
panako/noon/clips/20260112/clip_002391_7173000.mp3,0.44,19.616,noon/20260111/mp3/20260111.mp3,20260111,7167.28,7186.457,481,1.0,1.0,0.9
panako/noon/clips/20260112/clip_002390_7170000.mp3,0.12,19.608,noon/20260111/mp3/20260111.mp3,20260111,7163.96,7183.448,432,1.0,1.0,0.95
panako/noon/clips/20260112/clip_002397_7191000.mp3,0.184,19.6,noon/20260111/mp3/20260111.mp3,20260111,7185.032,7204.44,715,1.0,1.0,1.0
panako/noon/clips/20260112/clip_002392_7176000.mp3,0.36,19.544,noon/20260111/mp3/20260111.mp3,20260111,7170.208,7189.384,518,1.0,1.0,0.9
